date,inflation,unemployment
1986-12-01,3.9823428041815574,5.3
1987-01-01,3.9679793031434403,5.2
1987-02-01,4.4956085366549905,5.1
1987-03-01,4.665018997911971,5.1
1987-04-01,4.825337068964916,4.9
1987-05-01,4.270938939223664,4.8
1987-06-01,4.431540706789691,4.9
1987-07-01,4.415889711464657,4.7
1987-08-01,4.047727863226899,4.6
1987-09-01,4.210993169349394,4.4
1987-10-01,3.672657867743608,4.6
1987-11-01,3.836065029001475,4.4
1987-12-01,3.302157993064244,4.3
1988-01-01,3.118596600888831,4.4
1988-02-01,3.7972095901760725,4.2
1988-03-01,3.6135028087544616,4.2
1988-04-01,4.117946187935092,3.9
1988-05-01,4.273362292562374,4.2
1988-06-01,4.772416562895562,4.0
1988-07-01,5.096401578588602,4.0
1988-08-01,4.564140907336797,4.3
1988-09-01,4.719418200416622,4.1
1988-10-01,4.533358526905404,4.1
1988-11-01,4.514401314036985,4.2
1988-12-01,4.330585464097557,4.1
1989-01-01,4.477091434906964,4.0
1989-02-01,5.280630457977696,3.8
1989-03-01,5.5882249941773585,3.6
1989-04-01,5.569946787780077,3.9
1989-05-01,5.3860877917409775,3.7
1989-06-01,4.726021785140332,3.8
1989-07-01,4.221107390720534,3.8
1989-08-01,3.7096507622426436,3.8
1989-09-01,3.5322817063408887,4.2
1989-10-01,3.5209806968910953,3.9
1989-11-01,4.77657680837119,4.0
1989-12-01,5.560890533861383,4.0
1990-01-01,6.016462823017986,4.0
1990-02-01,5.521487347482666,3.9
1990-03-01,5.034357257641374,4.0
1990-04-01,5.638281658808141,4.2
1990-05-01,4.66183165798527,4.1
1990-06-01,5.5633416872843275,4.1
1990-07-01,5.993622842299527,4.2
1990-08-01,6.885550422334151,4.4
1990-09-01,7.025007458749997,4.4
1990-10-01,6.533601273474429,4.7
1990-11-01,6.3549702274675015,4.9
1990-12-01,4.817624572158604,5.1
1991-01-01,3.449843417143414,5.2
1991-02-01,2.536456708672405,5.5
1991-03-01,2.826874046265679,5.8
1991-04-01,2.668901391420517,5.7
1991-05-01,2.2178625556179195,5.7
1991-06-01,2.656755968619215,5.9
1991-07-01,3.2424075059545117,6.0
1991-08-01,3.089274451307453,5.9
1991-09-01,3.223717569783577,6.1
1991-10-01,3.2142985922563567,6.0
1991-11-01,3.0648987454870187,6.1
1991-12-01,2.9113667123979865,6.1
1992-01-01,3.047215896563413,6.3
1992-02-01,3.1865894502217524,6.3
1992-03-01,2.742369950575138,6.2
1992-04-01,2.7344741173933236,6.3
1992-05-01,3.1607770166041855,6.5
1992-06-01,3.1539838005567673,6.6
1992-07-01,2.8586194426923757,6.4
1992-08-01,3.2777357523085278,6.4
1992-09-01,3.411892725079255,6.4
1992-10-01,3.120728941421022,6.4
1992-11-01,3.2524489306065525,6.3
1992-12-01,3.2455707344881985,6.1
1993-01-01,3.0989591786785815,5.9
1993-02-01,2.946335218695148,5.9
1993-03-01,2.9380904107156964,5.9
1993-04-01,2.795294758809161,5.8
1993-05-01,2.3697543473235245,5.8
1993-06-01,2.3648111935914957,5.8
1993-07-01,2.361529479687405,5.8
1993-08-01,2.491278980373188,5.7
1993-09-01,2.484401296165925,5.6
1993-10-01,2.7566639450743753,5.7
1993-11-01,2.479463667874135,5.1
1993-12-01,2.6110603538324813,5.4
1994-01-01,2.8801478665901743,5.2
1994-02-01,2.1885235903530282,5.2
1994-03-01,2.046681736554676,5.1
1994-04-01,2.1780957138009955,5.0
1994-05-01,2.854228235775311,4.7
1994-06-01,3.1160319732493753,4.7
1994-07-01,2.973385930327463,4.8
1994-08-01,2.9713824725414812,4.7
1994-09-01,3.0992490111597077,4.4
1994-10-01,2.957410175197603,4.5
1994-11-01,2.8142556678801696,4.3
1994-12-01,2.5371917927469485,4.2
1995-01-01,2.5321215431038353,4.3
1995-02-01,3.1918138638812628,4.1
1995-03-01,3.0515955466068863,4.2
1995-04-01,3.04553881876731,4.4
1995-05-01,2.7750279957114627,4.5
1995-06-01,2.636651330771986,4.3
1995-07-01,2.500645911359109,4.2
